Brand,Variety,Style,Country,Stars
7 Select/Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5
A-Sha Dry Noodle,Hakka Flat Noodle With Za Jiang Sauce,Pack,Taiwan,4
Vit's,Mi goreng Pedas Chewy & springy,Pack,Malaysia,3.5
Maruchan,Instant Lunch Chicken Tortilla Flavor Ramen Noodles With Vegetables,Cup,United States,4
The Kitchen Food,Instant Kampua Dark Soy Sauce,Pack,Sarawak,5
Mama,Cup Yentafo Tom Yum Mohfai,Cup,Thailand,5
Mama,Cup Shrimp Creamy Tom Yum,Cup,Thailand,5
Mama,Instant Noodles coconut Milk Flavour,Cup,Myanmar,5
Mama,Instant Cup Noodles Minced Prok Flavor,Cup,Thailand,3.5
Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Bowl,China,4
Wugudaochang,Tomato Beef Brisket Flavor Purple Potato Noodle,Pack,China,5
Wugudaochang,Chef's Grains Buckwheat Noodle,Pack,China,3.5
Wugudaochang,Chef's Grains Pea Noodle,Pack,China,4
Wugudaochang,Sichuan Pepper & Chicken Flavor Noodle,Bowl,China,4.5
Wugudaochang,Sour Soup & Minced Meat Flavor Chef's Grain Naked Oat Noodles,Pack,China,5
Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Pack,China,4
Aroi,Curry Me! Penang White Curry Soup Noodle,Pack,Malaysia,4.5
Ten-In,Veggie World Vegetarian Braised Beef Instant Noodles,Bowl,Taiwan,3.5
Nongshim,Shin Black Spicy Po-Au-Feu Flavor (Mew Edition),Pack,United States,5
Paldo,Raobokki Noodle (Export Version),Pack,South Korea,5
Baixiang Noodles,Sauerkraut Flavor,Pack,China,4.5
Emart,Dare You! Habanero Ramen (New Edition),Cup,South Korea,3.5
Lishan Food Manufacturing,Black Cock Brand Vegetarian Chicken Noodle,Pack,Taiwan,3.5
Ah Lai,Penang Favourite White Curry Rice Vermicelli,Pack,Malaysia,5
Mama,Cup Rice Vermicelli With Clear Soup,Cup,Thailand,3.5
Deshome,Aloe Thin Noodles With Camelia Oil Vegetable Sauce Flavor,Pack,Taiwan,5
Vifon,Curry Instant Noodle With Chicken,Cup,Vietnam,3
Paldo Vina,Koreno Premium Mushroom Flavor,Pack,Vietnam,1.5
Mamee,Oriental Noodles Prawn Flavor,Pack,Malaysia,2
Vina Acecook,King Chef Authentic Kimchi Flavour,Pack,Vietnam,4
Mama,Non-Fried Instant Noodles Ramen Tonkotsu Flavor,Pack,Thailand,5
Sau Tao,Ho Fan Wonton Soup Flavored,Pack,Hong Kong,3
ChoripDong,Hurricane Rice Cake (Topokki),Bowl,South Korea,5
Mama,JokCup Instant Porridge Soup Seafood Flavour,Cup,Thailand,3.5
Baijia,Artificial Pickled Vegetable Beef Flavor,Pack,China,3
MyOri,Malaysia Penang White Curry Noodle Super Spicy,Pack,Malaysia,5
MyOri,Malaysia Penang Green Curry Rice Vermicelli,Pack,Malaysia,5
MyOri,Malaysia Penang White Curry Noodle Original,Pack,Malaysia,5
New Way,Spaghetti Instant Noodles,Tray,Vietnam,4
Hao Way,Vegetarian Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,2
Emart,Dare You! Habanero Jjajang Ramen,Cup,South Korea,3.5
One Dish Asia,Japanese Ramen Noodle,Bowl,United States,0
Long Jun Hang,Taiwan Dried Noodles With Onion Oil Sauce,Pack,Taiwan,2
A-Sha Dry Noodle,Veggie Noodle Tomato Noodle With Vine Ripened Tomato Sauce,Pack,Taiwan,5
Thai Chef,Instant Nudelsuppe Huhn Geschmack,Pack,Germany,3
Samyang Foods,Shoyu Noodle,Cup,South Korea,3.5
A-One,Mi Ly Instant Noodles Mi Bo Beef Flavor,Cup,Vietnam,3.5
Cintan,Mi Segera Mmm... Perisa Kari,Pack,Malaysia,3
Nissin,Donbei Tempura Soba Mini,Bowl,Japan,4
Nongshim,Korean Clay Pot Ramyun,Bowl,China,2.5
Hao Way,Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,3.5
Azami,Kimchee Noodle Soup,Cup,Canada,0
Vedan,Wei Wei A Instant Noodles Hot Beef Flavour,Bowl,Taiwan,2.5
Mama,Instant Rice Noodle Soup Spicy Shrimp Flavour,Bowl,Thailand,5
Baixiang Noodles,Artificial Pork Flavour,Pack,China,3
MyKuali,Penang White Curry Noodle (New Improved Tatse),Pack,Malaysia,5
Nongshim,Quick2 Hot & Spicy Noodle Soup With Habanero & Lime,Pack,United States,4
Myojo,MenWhite Creamy Tonkotsu,Bowl,Japan,3
Deshome,Aloe This Noodles With Camellia Oil Spicy Bean Sauce Flavor,Pack,Taiwan,2.5
MyKuali,Penang Hokkien Prawn Noodle (New Improved Taste),Pack,Malaysia,5
Unif-100,Instant Noodles Artificial Spicy Beef Flavor (New Package),Pack,China,3.5
Hankow,Shanghai Kaiyang Noodle,Pack,China,4
The Bridge,Penang White Curry Noodle,Pack,Malaysia,5
Lucky Me!,Supreme Seafood Flavor Big Cup,Bowl,Philippines,4
Paldo Vina,Koreno Premium Ginseng Flavor,Pack,Vietnam,3
Hao Way,Penang Vegetarian Prawn Instant Noodles,Pack,Malaysia,4.5
Maggi,Perencah Kari Letup Mi Segera,Pack,Malaysia,4
Nissin,Demae Iccho Mushroom With Vegetables Flavour Macaroni,Pack,Hong Kong,3.5
Unzen,Mushroom Honpo Shiitake Nutritious Noodle,Pack,Japan,1
Salam Mie,Mi Goreng Ala Jawa Dengan Sambal Cabe Asli,Pack,Indonesia,5
Vina Acecook,Mikochi Tom Yum Flavor Instant Noodles,Pack,Vietnam,3.5
Nongshim,Jinjja Jinjja (New),Pack,South Korea,5
Chering Chang,Instant Non-Fried Noodles Shallot Pork Flavour,Pack,Taiwan,5
Nissin,Top Ramen Super Noodles Tomato,Pack,India,3.5
Mama,Cup Rice Vermicelli Shrimp Creamy Tom Yum,Cup,Thailand,4
Nissin,Original Chow Mein Premium Spicy Chicken Flavor,Tray,United States,4
Uncle Sun,White Curry Noodle More Spicy,Pack,Malaysia,3
JML,Emporer Instant Noodles Spicy Chicken,Pack,China,5
Mom's Dry Noodle,Vegan Chilli With Sesame Sauce,Pack,Taiwan,5
Mi E-Zee,Perisa Sayuran,Pack,Malaysia,3.5
Mi E-Zee,Perisa Bayam,Pack,Malaysia,3.5
CarJEN,Nyonya Curry Laksa,Pack,Malaysia,5
J.J.,Snek Mi Perisa BBQ,Pack,Malaysia,4
Mi E-Zee,Perisa Kari / Curry Flavour,Pack,Malaysia,4
Curry Prince,Penang Authentic White Curry Noodle,Pack,Malaysia,4
Nissin,Gonbuto Tempura Udon,Bowl,Japan,4
Paldo,Jjajangmen Chajang Noodle King Bowl,Bowl,South Korea,5
Chering Chang,Steam Vegetarian Flavor Noodles,Pack,Taiwan,3.5
Econsave,Choice Instant Noodles Curry Flavour,Pack,Malaysia,3.5
Maruchan,"Big Cup Ramen Corn, Salt & Butter Flavor",Bowl,Japan,5
Maggi,Mi Goreng Perencah Kari Ori,Pack,Malaysia,4
Mama,Instant Noodles Cup Beef Flavour,Cup,Thailand,3.5
Oyatsu,Baby Star Snack Noodle Chicken Flavour,Pack,Japan,2.5
A-One,Mì Ly Instant Noodles Mì Thịt Xào Pork Flavor,Cup,Vietnam,3
Uncle Sun,White Curry Noodle,Pack,Malaysia,4.5
Master Kong,Spicy Beef Flavor Instant Noodle,Pack,China,4
No Name,Beef Flavour Oriental Noodles And Soup Mix,Cup,Canada,2
Hao Way,Penang Laksa ,Pack,Malaysia,3.5
Ko-Lee,Instant Noodles Taste Sensation Mixed Vegetable Flavour,Pack,UK,3.5
ICA,Asia Fast Noodles Snabbnudlar Räksmak,Pack,Sweden,3
Bamee,Oriental Style Instant Noodles Pa-Lo Duck Flavour,Pack,Thailand,3.5
Myojo,Men Black Seafood Tonkotsu,Bowl,Japan,3.5
Ibumie,Penang White CurryMee,Pack,Malaysia,5
Sapporo Ichiban,Chow Mein Japanese Style Noodles Yakisoba,Pack,Canada,5
Nissin,Demae Rice Vermicelli Beef Flavour,Pack,Hong Kong,3.5
Nanyang Chef,Penang Asam Pedas Hot & Sour Noodle,Pack,Malaysia,5
Thai Pavilion,Pad Thai Instant rice Noodles & Sauce,Tray,United States,1.5
Koka,Noodles Beef Flavour,Cup,Singapore,2.5
New Touch,Kimchi Noodle,Bowl,Japan,3.5
Sau Tao,Oat Noodle Tomato Soup Flavored,Pack,Hong Kong,4.5
Sau Tao,Oat Noodle Pork Rib Flavored,Pack,Hong Kong,3.5
Lucky Me!,Special Instant Noodles Jjamppong Flavor,Pack,Philippines,4.5
Lucky Me!,Spicy Beef Mami Instant Noodle Soup,Pack,Philippines,4
Lucky Me!,Special Instant Curly Spaghetti With Yummy Red Sauce,Pack,Philippines,4
Lucky Me!,Special Baked Mac Style Instant Macaroni,Pack,Philippines,4.5
Nissin,Chu Qian Yi Ding Spicy Sesame Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5
Paldo,Jjamppong Seafood Noodle King Bowl,Bowl,South Korea,5
Maruchan,Gotsumori Sauce Yakisoba,Tray,Japan,5
Yum Yum,Oriental Style Instant Noodles Wasabi Flavour,Pack,Thailand,3
Ching's Secret,Manchurian Instant Noodles,Pack,India,3.5
Mamee,Chef Gold Recipe Bihun Kari Seribu Rasa,Pack,Malaysia,4.5
Katoz,Instant Noodles Spicy Chili,Pack,Sweden,3.5
Nongshim,Neoguri Udon Seafood & Mild,Pack,South Korea,4
Maggi,Royale Penang Seafood Curry,Pack,Malaysia,4.5
Mama,Instant Noodles Tom Yum Pork Flavour,Pack,Thailand,4
Nissin,Donbei Kitsune Udon Mini,Bowl,Japan,3.5
Mamee,Chef Gold Recipe Mi Kari Seribu Rasa,Pack,Malaysia,5
Nissin,Chu Qian Yi Ding Prawn Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5
JML,Artificial Pork Flavor Noodles,Pack,China,4
MyKuali,Penang Red Tom Yum Goong Noodle,Pack,Malaysia,5
Samyang Foods,Sogokimyun Hot Flavor Noodle Soup,Pack,South Korea,3.5
Nissin,Easy Fideos Picante Lime Shrimp Flavor Ramen Noodle Soup,Cup,United States,3.5
Master Kong,Mianba Pork Ribs Flavor Instant Noodles,Pack,China,4.5
Indomie,Pop Mie Chicken Flavour Cup Noodles,Cup,Indonesia,3.5
Wai Wai,Quick Zabb Tom Yum Shrimp Flavour Instant Noodles,Pack,Thailand,4
Nissin,Soba Chili Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.5
Mom's Dry Noodle,Sichuan Spicy Flavor,Pack,Taiwan,5
Mom's Dry Noodle,Onion Oil & Shrimp Flavor,Pack,Taiwan,5
Nongshim,Spicy Tonkotsu Noodle Soup,Pack,United States,5
Four Seas,Hot & Spicy Instant Noodle (Mushroom & Beef Flavour),Pack,Hong Kong,4
Maruchan,I Want To Eat Ramen' Shoyu Flavor,Pack,Japan,4
Master Kong,Mushroom Stew Chicken Ramen,Pack,China,3.5
Paldo,Jjol Bibim Men,Pack,South Korea,4
Nissin,Cup Noodles Easy Fideos Tomato Chicken Flavor Ramen Noodle Soup,Cup,United States,3.5
Ruski,Tom Yam Flavour Instant Noodles,Pack,Thailand,4
Mama,Instant Noodles Moo Nam Tok Flavour,Pack,Thailand,4
Thai Chef,Instant Nudelsuppe Shrimp Flavour,Pack,Germany,3.5
Mama,Instant Noodle Shrimp Tom Yum Flavour Jumbo Pack,Pack,Thailand,4
Mama,Instant Cup Noodles Shrimp Tom Yum Flavour (Extreme),Cup,Thailand,5
Mama,Instant Noodles Shrimp Creamy Tom Yum Flavour Jumbo Pack,Pack,Thailand,5
Mama,Instant Cup Noodles Spicy Cheese Flavour,Cup,Thailand,3.5
Mama,Instant Cup Noodles Seafood Pad Kee Mao Flavour,Cup,Thailand,5
Ruski,Creamy Tom Yam Instant Noodles,Pack,Thailand,4.5
Mama,Oriental Style Instant Noodles Green Curry Flavour Jumbo Pack,Pack,Thailand,5
Thai Chef,"Shrimp ""Tom Yum"" Instant Nudelsuppe",Pack,Germany,3.5
Maruchan,Instant Lunch California Vegetable Ramen Noodles With Vegetables,Cup,United States,3.5
Nissin,Cup Noodles Black Pepper Crab Flavour,Cup,Singapore,4
Nissin,Cup Noodles Tom Yam Veg Flavour,Cup,Singapore,4
Nissin,Cup Noodles Chicken Flavour,Cup,Singapore,3.5
Nissin,Cup Noodles Chilli Crab Flavour,Cup,Singapore,4
Nissin,Japanese Ramen Kyushu Black Instant Noodles With Soup Base,Pack,Singapore,5
Nissin,Cup Noodles Tom Yam Seafood Flavour,Cup,Singapore,4
Nissin,Japanese Ramen Tokyo Shoyu Instant Noodles With Soup Base,Pack,Singapore,5
Nissin,Cup Noodles Seafood Curry Flavour,Cup,Singapore,4
Nissin,Cup Noodles Cream Of Chicken Flavour,Cup,Singapore,4
Myojo,Ippei-Chan Jumbo Night Market Style Yakisoba,Tray,Japan,4.5
MyKuali,Penang Hokkien Prawn Noodle,Pack,Malaysia,5
Maruchan,Instant Lunch Jalapeno Cheddar Flavor Ramen Noodles,Cup,United States,3.5
Maggi,2 Minute Noodles Tom Yam Flavour,Pack,Singapore,3.5
Nissin,Souper Meal Chili Picante Chicken With Lime Flavor Ramen Noodle Soup,Bowl,United States,3.5
Wu-Mu,Dried Noodle With Beef Flavor Sauce,Pack,Taiwan,3
Adabi,Mi Segera Mi Goreng Pedas Instant Noodles,Pack,Malaysia,3.5
Maruchan,Old Style Miso Ramen,Pack,Japan,3.5
Knorr,Quick Serve Macaroni Abalone & Chicken Flavour,Pack,Hong Kong,3
Chencun,Rice Noodle Beef With Brown Sauce,Cup,China,3.5
Maggi,2 Minute Noodles Assam Laksa Flavour,Pack,Singapore,4
Maggi,Hot Cup Perisa Kari,Cup,Malaysia,3.5
Maggi,Senses Laksa Instant Noodles,Pack,Singapore,5
Maggi,Extra Spicy Curry Instant Noodles,Pack,Singapore,5
Samyang Foods,Buldak Bokkummyeon,Bowl,South Korea,4
Nissin,Sabor A Gallina Fideos Con Instantanea,Pack,Colombia,3.5
Myojo,Chukazanmai Beijing Style Salt Ramen,Pack,Japan,3
Ottogi,Cheese Bokki,Bowl,South Korea,4
Hao Way,Instant Penang White Curry Noodles,Pack,Malaysia,4.5
Sainsbury's,Curry Flavour Instant Noodles,Pack,UK,1.5
Vina Acecook,King Chef Seafood With Kimchi Flavour,Pack,Vietnam,3
Nissin,Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles,Tray,United States,3
Vifon,Ngon-Ngon Tom Yum Minced Pork Noodle,Cup,Vietnam,3.5
Ottogi,Ppushu Ppushu Grilled Chicken Flavor,Pack,South Korea,1
Myojo,Chukazanmai Szechuan Style Miso,Pack,Japan,2
Chewy,Instant Rice Vermicelli Original Flavour,Pack,Hong Kong,0.5
Paldo,Cheese Ramyun (for US market),Pack,South Korea,5
Chering Chang,Curry La-Men,Pack,Taiwan,5
Chewy,Non-Fried Ramen Noodles Taiwan Roast Pork Flavour,Pack,Hong Kong,4
A-Sha Dry Noodle,Prince Katsu Snack Noodles,Pack,Taiwan,4
Baixiang Noodles,Spicy Artificial Beef Flavour Instant Noodles With Soup Base,Pack,China,3.5
Pamana,Chicken Sopas Creamy Macaroni Soup,Cup,Philippines,3.5
Annie Chun's,Ramen House Thai Coconut Ramen,Pack,United States,5
Thai Choice,Instant Noodles Seafood Flavour,Cup,Thailand,4
Tesco,Everyday Value Chicken & Mushroom Flavour,Cup,UK,0.5
Nissin,Fried Noodle Specialist Tom Yam Mee Goreng Flavour,Pack,Singapore,3
Wu-Mu,Steam Seafood Flavor Ramen,Pack,Taiwan,4
Paldo,Mild Kokomen (Prototype),Pack,South Korea,4.5
Miracle Noodle,Miso Marvellous Soup,Pack,United States,4
Shan,Shoop Instant Noodles Chicken Flavour,Pack,Pakistan,3.5
Takamori Kosan,Red Pepper 7 Garlic Peperoncino,Pack,Japan,4
Takamori Kosan,Sukiyaki Style Noodle Stew,Pack,Japan,4.5
Takamori Kosan,Hiyashi Udon Bonito Sauce,Pack,Japan,3
Takamori Kosan,Curry Udon,Pack,Japan,5
Takamori Kosan,Shio Yakisoba,Pack,Japan,4
Takamori Kosan,Yakisoba,Pack,Japan,5
Takamori Kosan,Spaghetti Napolitan,Pack,Japan,4
Tesco,Everyday Value Beef & Tomato Flavour Noodles,Cup,UK,2
Campbell's,Hearty Noodles Thai Flavour,Cup,Canada,0
Nissin,Soba Teriyaki Noodles With Japanese Yakisoba Sauce,Cup,Germany,3
Sawadee,Instant Noodles Vegetable & Mushroom Flavour,Pack,UK,1.5
Four Seas,Seaweed Hot & Spicy Instant Noodle Mushroom & Beef Flavour,Bowl,Hong Kong,3.5
Mamee,Instant Noodles Curry Flavour,Pack,Malaysia,3.5
Mamee,Chef Creamy Tom Yam Flavour,Pack,Malaysia,5
Mamee,Chef Curry Laksa Flavour,Cup,Malaysia,5
Mamee,SLLRRRP! Asam Laksa,Pack,Malaysia,4
Mamee,Mie Goreng Indonesia Spicy Sambal,Cup,Malaysia,5
Mamee,Monster Chicken Flavour Snack Noodles,Pack,Malaysia,4
Mamee,Chef Curry Laksa Flavour,Pack,Malaysia,5
Mamee,Mie Goreng Indonesia Original Flavour,Cup,Malaysia,4.5
Paldo,Bulnak Bokkummyun Spicy Fried Octopus Ramyun,Pack,South Korea,4
Lotus Foods,Millet & Brown Rice Ramen,Pack,United States,4
Ah Lai,White Curry Noodle,Pack,Malaysia,4.5
Plats Du Chef,Cuisine Adventures Chicken Pho Soup,Bowl,Canada,5
Batchelors,Super Noodles Peppered Steak Flavour,Pack,UK,1.5
Sakura Noodle,Chikara Brand Udon Hot & Spicy Flavor,Pack,United States,4
Sapporo Ichiban,Otafuku Okonomi Sauce Yakisoba,Tray,Japan,5
Unif,Unif-100 Instant Noodles Artificial Tart Beef Flavor,Pack,China,3
Ruski,Instant Noodles Stewed Beef Flavour,Pack,Thailand,3.5
Golden Wheat,Korean Style Mushroom Chicken Flavour Cooking Noodle,Pack,China,2
Hi-Myon,Instant Noodle Udon Hot & Spicy,Pack,South Korea,4
Nissin,Spa Oh Tarako Spaghetti,Bowl,Japan,4
Ve Wong,Little Prince Brand Snack Noodles Original Flavor,Pack,Taiwan,2.5
Paldo,Korean Traditional Beef Gomtangmen,Pack,South Korea,5
Pop Bihun,Spesial Rasa Soto Ayam,Pack,Indonesia,4
Thai Kitchen,Rice Noodle Cart Thai Peanut,Tray,United States,3
Nongshim,Soon Veggie Noodle Soup,Pack,South Korea,5
Koka,Oriental Style Instant Noodles Tom Yam Flavour,Pack,Singapore,2.5
Western Family,Instant Noodles In A Cup Chicken Flavour,Cup,Canada,1.5
Mama,Instant Noodles Yentafo Tom Yum Mohfai Flavour,Pack,Thailand,5
Samyang Foods,Red Nagasaki Jjampong,Pack,South Korea,5
Mr. Noodles,Noodles In A Cup Spicy Chicken Simulated Flavour,Cup,Canada,1
Good Tto Leu Foods,Lightning Beef Bone Tteokguk Rice Cake Soup,Bowl,South Korea,4
Wu-Mu,Ramen With Pickled Mustard Flavor,Pack,Taiwan,3.5
Thai Choice,Instant Noodles Chicken Flavour,Cup,Thailand,3
Nissin,Cup Noodles Sabor A Carne Sopa Con Fideos,Cup,Colombia,3
Nongshim,Sain Sain Garlic Teriyaki Fresh Cooked Udon Pasta,Tray,South Korea,4.5
JML,Braised Beef Noodles,Pack,China,4
Kimura,Kumamoto Tonkotsu Ramen,Pack,Japan,5
Nongshim,Oolongmen Kimchi Cup Noodle Soup Mix,Cup,South Korea,4
Deshome,Sun Dried Noodle Chlorella Powder Noodle With Curry Sauce,Pack,Taiwan,5
Ko-Lee,Instant Noodles Mixed Vegetable,Pack,UK,3.5
Vifon,Mì Gà Tìm Chua Cay Hot & Sour Chicken Flavor Instant Noodles,Pack,Vietnam,2
Wu-Mu,Ramen With Stewed Pork Flavor,Pack,Taiwan,4.5
Samyang Foods,Baked Noodle Spicy Grilled Beef Ramyun,Pack,South Korea,3.5
Prima Taste,Singapore Chilli Crab La Mian,Pack,Singapore,5
Ko-Lee,Instant Noodles Taste Sensations Creamy Shrimp Tom Yum Flavour,Pack,UK,5
Chewy,Rice Vermicelli Scallop With XO Sauce Flavour,Pack,Hong Kong,2.5
ABC,Selera Pedas Mi Goreng Cup Rasa Gulai Ayam Pedas Hot Gulai Chicken,Cup,Indonesia,4
ABC,Mi Goreng Pangsit Fried Noodle With Dumpling,Pack,Indonesia,5
President,Mi Goreng Rasa Ayam Chicken Flavoured Fried Noodle,Pack,Indonesia,4.5
ABC,Mi Goreng Spesial Special Fried Noodle,Cup,Indonesia,4
Mama,Instant Noodles Tom Saab Flavour,Pack,Thailand,3.5
Wu-Mu,Beef Flavour Tomato Ramen,Pack,Taiwan,4
Maruchan,I Want To Eat Ramen Pork Tonkotsu Flavor,Pack,Japan,4
Annie Chun's,Ramen House Chicken Vegetable Flavored Ramen,Pack,United States,4
Sau Tao,Instant Noodle King Abalone & Chicken Flavoured,Pack,Hong Kong,3.5
Thai Pavilion,Garlic Chili Instant Rice Noodles & Sauce,Tray,United States,4
Maggi,Big Kari Perencah (Big Curry Flavor) 2 Minute Noodles,Pack,Malaysia,4
SuperMi,Rasa Ayam Spesial,Pack,Indonesia,4
Sapporo Ichiban,Sesame Ramen,Pack,Japan,5
Mama,Instant Noodles Creamy Tom Yum Minced Pork Flavour,Pack,Thailand,3.5
Saji,Sajimee Original Soto Soup Flavor,Pack,Malaysia,4
Kumamoto,Tonkotsu Ramen MEGA Dragon,Pack,Japan,2.5
Mr. Noodles,Chicken Kimchi Oriental Style Noodles With Soup Base,Bowl,Canada,0.5
HoMyeonDang,Premium Noodle House Seafood Ramyun,Pack,South Korea,4
Sawadee,Instant Noodles Prawn Oriental Flavour,Pack,Malaysia,2.5
ABC,Selera Pedas Hot Semur Chicken Flavour,Pack,Indonesia,4.5
Nissin,Ultraman Instant Noodle Pork Flavour,Cup,Japan,3
Tokyo Noodle,Mini Instant Noodle Spicy Flavor,Pack,Japan,3.5
Doll,Hello Kitty Dim Sum Noodle Japanese Curry Flavour,Cup,Hong Kong,3.5
Batchelors,Super Low Fat Noodles Chilli Chicken Flavour,Pack,UK,1
Eat & Go,Rendang Beef Flavour Fried Instant Noodle,Cup,Indonesia,5
Nan Jie Cun,Hot -Dry Instant Noodles Chilli Flavour,Tray,China,0.5
Ruski,Instant Noodles Tom Yum Flavour,Pack,Thailand,3.5
Nissin,Demae Iccho Instant Noodle With Soup Base Artificial Chicken Flavour,Bowl,Hong Kong,3
A-Sha Dry Noodle,Hell Spicy Mala,Pack,Taiwan,4
Golden Wheat,Korean Style Stew Prok Flavour Cooking Noodle,Pack,China,3.5
Nissin,UFO Yakisoba With Wasabi Mayonnaise,Bowl,Japan,5
China Best,Frozen Satay Sauce Noodle,Pack,Taiwan,1
Mama,Instant Noodles Pork Flavour With Black Pepper,Pack,Thailand,3.5
Nissin,Cup Noodles Sabor A Gallina,Cup,Colombia,3.5
GaGa,Mie Gepeng Kuah Rasa Soto Cabe Hijau,Pack,Indonesia,3.5
Samyang Foods,Maesaengyitangmyun Baked Noodle,Pack,South Korea,5
Nissin,Cup Noodle Chilli Tomato,Cup,Japan,4.5
Nissin,Bowl Noodles Chicken Flavor,Bowl,United States,3.5
Sawadee,Instant Noodles Spicy Tomato Flavour,Pack,Malaysia,2.5
Paldo,Namja Ramyun (US Version),Bowl,South Korea,4
GaGa,Seribu 1000 Goreng Spesial,Pack,Indonesia,4
Acecook,Comet Mori Yukino Tan-tan men,Bowl,Japan,5
Chencun,Braised Pork Ribs,Cup,China,3
Nongshim,Shin Ramyun Cup,Cup,South Korea,3.5
Sapporo Ichiban,Pokemon Shoyu Ramen,Cup,Japan,3.5
Paldo,Cheese Noodle,Pack,South Korea,5
Samyang Foods,Star Popeye Ramyun Snack,Pack,South Korea,4
Nongshim,Shin Black Spicy Pot-au-feu Flavor Premium Noodle Soup,Cup,United States,5
ABC,Mi ABC Rasa Ayam Bawang (Onion Chicken),Pack,Indonesia,4
Maruchan,Old Style Shio Ramen,Pack,Japan,3.5
Itomen,Crab Flavor Instant Ramen,Pack,Japan,4
Pop Bihun,Spesial Goreng Special,Pack,Indonesia,3.5
Tiger Tiger,Traveller's Choice Indian Tikka Masala Flavour,Pack,UK,3
Unif,Man Han Feast Sichuan Chilli Eel Flavor,Bowl,Taiwan,5
Mr. Noodles,Bowl Chicken Simulated Flavour,Bowl,Canada,2
Peyang,Yakisoba,Tray,Japan,5
Nissin,Demae Iccho XO Sauce Seafood Flavour,Bowl,Hong Kong,4
Komforte Chockolates,Savory Ramen ,Bar,United States,5
Golden Wheat,Korean Style Shrimp Flavour Cooking Noodle,Pack,China,3.5
Wu-Mu,Spicy Flavor Tomato Ramen,Pack,Taiwan,4
Sapporo Ichiban,Tomato & Basil Shio Ramen,Pack,Japan,4
Asian Thai Foods,Krrish Instant Noodles Chicken Flavor,Pack,Nepal,3.5
Asian Thai Foods,Preeti Instant Noodles Chicken Soup Base,Pack,Nepal,3.5
Asian Thai Foods,Miteri Instant Noodles Vegetable Flavor,Pack,Nepal,3.5
Asian Thai Foods,Rumpum Chicken Soup Base,Pack,Nepal,3.5
Asian Thai Foods,2pm Precooked Noodles Chicken Curry Delight,Pack,Nepal,3.5
Asian Thai Foods,Krrish Instant Noodles Vegetable Curry Flavor,Pack,Nepal,3.5
Asian Thai Foods,Miteri Instant Noodles Chicken Flavor,Pack,Nepal,4
Asian Thai Foods,Preeti Instant Noodles Veg Soup Base,Pack,Nepal,5
Nissin,Yakisoba,Pack,Japan,5
Hi-Myon,Katsuo Udon,Pack,South Korea,4
Tesco,Everyday Value Spicy Curry Flavour Noodles,Cup,UK,1.5
Nissin,Big Cup Noodles Habanero Lime Shrimp Flavor Ramen Noodle Soup,Cup,United States,3.5
Oyatsu,Baby Star Ramen Round Chikinmini,Pack,Japan,3.5
GaGa,Mie Jepeng Goreng Rasa Ayam Lada Hitam,Pack,Indonesia,4
Myojo,Japanese Style Noodles Shio Flavor,Pack,United States,5
Tokyo Noodle,Mini Instant Noodles Artificial Chicken Flavor,Pack,Japan,5
Maitri,Vegetarian Fried Noodles (Mie Goreng),Pack,Indonesia,4
Samyang Foods,Samyang Ramyun (SK Version),Cup,South Korea,3.5
GS25,Gonghwachun Jjajangmyun,Pack,South Korea,4.5
Chencun,Spicy Beef,Cup,China,3.5
Nissin,Demae Ramen Kimchi Flavour Instant Noodle With Soup Base,Bowl,Hong Kong,3.5
Nissin,Raoh Rich Soy Sauce With Roast Pork (2 Slices),Bowl,Japan,4.5
Nongshim,Doong Ji Authentic Korean Cold Noodles With Chili Sauce,Tray,South Korea,5
Western Family,Instant Noodles Chicken Flavour,Pack,Canada,3.5
Myojo,Ippei-chan Yomise No Yakisoba Teriyaki Mayo Flavor,Tray,Japan,5
Batchelors,Super Noodles Mild Mexican Chilli,Pack,UK,3
Amianda,Tachia Noodles - Hot & Spicy Sauce,Pack,Taiwan,3.5
Amianda,Hakka Flat Noodles - Satay Sauce,Pack,Taiwan,4.5
Amianda,Tachia Dried Noodles - Rou Zhou Meat Sauce,Pack,Taiwan,5
Amianda,Homely Dried Noodles - Original Flavor ,Pack,Taiwan,4
MyKuali,Penang White Curry Noodle,Pack,Malaysia,5
Sawadee,Indian Curry Flavour,Pack,UK,3
Vina Acecook,Hao Hao Mi Goreng Shrimp & Onion Flavour,Pack,Vietnam,3.5
Mr. Noodles,Noodles In A Cup Chicken Simulated Flavour,Cup,Canada,1.5
Indomie,Mi Goreng Cabe Ijo,Pack,Indonesia,4.5
Deshome,Black Eyed Beans Noodle Basil Sauce & Sesame Sauce,Pack,Taiwan,3.5
Deshome,Aloe Noodle Vegetable Sauce,Pack,Taiwan,5
